Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
9,20,1,0.1,1.22618254398864,-0.375540841706121,0.155808411821447,3,12,3,1,2
9,21,1,0.1,-0.616098727428071,-0.375540841706121,-0.43053043909243,3,8,7,2,1
9,22,1,0.1,-0.66421801436806,-0.375540841706121,0.0567790127919553,7,8,7,2,2
9,23,1,0.1,-1.21071563032936,-0.375540841706121,-0.070028349447453,7,8,3,1,2
9,24,1,0.1,-0.612661635503786,-0.736060049743996,1.25170112895656,7,10,7,2,0
10,1,1,0.1,0.296138490004323,-0.435642635968827,0.178905260692409,7,12,3,1,2
10,2,1,0.1,-0.863279046458227,-0.91088914793482,0.337262430181134,7,10,3,1,0
10,3,1,0.1,-0.850710834680855,0.990096899929152,-0.473111351124243,7,12,7,1,1
10,4,1,0.1,0.726599743379308,-0.435642635968827,-0.00924492017524917,7,8,7,2,2
10,5,1,0.1,-0.0212088573743149,-0.435642635968827,0.159765074666891,7,12,7,2,1
10,6,1,0.1,1.78232953267854,0.990096899929152,-0.0693243907224566,7,12,7,1,2
10,7,1,0.1,0.113899419232432,0.990096899929152,0.116762170463174,3,8,3,1,0
10,8,1,0.1,0.393542131278955,-0.91088914793482,0.192466552010232,3,10,7,1,2
10,9,1,0.1,-0.341698257697296,2.41583643582713,0.3885051548366,3,10,3,2,0
10,10,1,0.1,-0.401397263639812,-0.91088914793482,0.058292551891525,7,10,3,2,0
10,11,1,0.1,-0.0777658103724881,0.990096899929152,0.0778519224336504,7,8,7,2,0
10,12,1,0.1,0.73916795515668,-0.435642635968827,-0.170497485531507,3,12,7,2,2
10,13,1,0.1,-0.674755869797649,-0.91088914793482,0.200645754873729,7,10,3,1,1
10,14,1,0.1,-0.995245270120631,-0.435642635968827,0.110762952330016,3,8,7,2,1
10,15,1,0.1,2.75008183953617,-0.91088914793482,-0.089256142545172,7,10,7,1,0
10,16,1,0.1,0.54750272555176,-0.435642635968827,0.563129923065148,3,12,3,2,2
10,17,1,0.1,0.849139808208683,-0.435642635968827,-0.0120665917728033,3,8,3,2,1
10,18,1,0.1,-0.847568781736512,-0.435642635968827,0.567286438332045,3,12,3,1,2
10,19,1,0.1,-1.33772904105401,0.990096899929152,-0.155823962354128,3,12,7,1,1
10,20,1,0.1,0.054200413289916,2.41583643582713,0.397163201410414,3,10,7,2,0
10,21,1,0.1,-1.3440131469427,-0.435642635968827,0.191837520413263,7,12,3,2,1
10,22,1,0.1,1.07536762020138,-0.435642635968827,0.0180209395477043,3,8,7,1,0
10,23,1,0.1,-0.800437987571368,-0.435642635968827,-0.120414692363501,3,8,3,1,1
10,24,1,0.1,-0.772159511072281,-0.435642635968827,-0.031595527861972,7,8,3,2,2
12,1,1,0.1,1.63379658227562,-0.0687084700658151,-0.272942197165844,7,8,7,2,2
12,2,1,0.1,1.03887795843342,-0.0687084700658151,0.0709867673167713,3,8,7,1,2
12,3,1,0.1,0.997957629809359,-0.0687084700658151,-0.550920221075181,7,12,3,2,2
12,4,1,0.1,1.58343310089215,-0.0687084700658151,0.20201320794792,3,12,7,2,2
12,5,1,0.1,-0.558588716698391,-0.893210110855586,-0.00566293679132313,3,10,7,2,1
12,6,1,0.1,0.946020289632659,-0.0687084700658151,-0.171869926259903,7,8,3,1,0
12,7,1,0.1,1.61018870037712,-0.0687084700658151,0.147580766434884,3,8,3,2,0
12,8,1,0.1,0.340084654237832,-0.0687084700658151,0.582154437725702,3,8,3,2,1
12,9,1,0.1,0.333789219064899,-0.0687084700658151,-1.19211946757154,3,8,7,1,1
12,10,1,0.1,0.920838548940926,-0.893210110855586,0.26034439255819,7,10,3,1,2
12,11,1,0.1,0.90352610221536,2.4047964523035,0.21759042079469,3,12,3,1,1
12,12,1,0.1,-0.234373805292328,2.4047964523035,-0.915735893311497,7,12,3,1,1
12,13,1,0.1,-1.11416087070975,-0.0687084700658151,1.27557580100907,7,8,3,2,1
12,14,1,0.1,-0.324083756506627,-0.0687084700658151,0.157165321354813,3,12,7,2,0
12,15,1,0.1,-0.621543068427724,-0.0687084700658151,-0.330009444328784,7,8,7,2,0
12,16,1,0.1,0.417203735106265,-0.0687084700658151,-0.689362479933364,3,12,3,2,2
12,17,1,0.1,-0.659315679465324,-0.893210110855586,-0.467211277968501,3,10,3,1,2
12,18,1,0.1,-0.846604875860088,-0.893210110855586,-0.39649761167833,3,10,3,1,0
12,19,1,0.1,-1.26997289123985,-0.893210110855586,-0.108786919977599,7,10,7,2,1
12,20,1,0.1,-1.03074635466839,-0.893210110855586,0.400510090477117,3,10,7,1,0
12,21,1,0.1,-0.819849276375122,-0.893210110855586,0.0456759778542659,7,10,7,1,1
12,22,1,0.1,-0.936314827074387,-0.0687084700658151,-0.107135848688719,7,8,7,1,2
12,23,1,0.1,-0.99454760242402,2.4047964523035,0.0384263941246972,7,12,7,1,0
12,24,1,0.1,-1.31561479624362,-0.0687084700658151,0.322445242080773,7,8,3,2,0
13,1,1,0.1,0.786978041941942,3.07487454701057,0.171426975198599,7,10,7,1,1
13,2,1,0.1,0.495618884396345,-0.229468249776909,0.0101678970023702,3,8,3,1,1
13,3,1,0.1,-0.376146213974209,1.42270314861683,-0.220313248659864,3,12,7,1,0
13,4,1,0.1,0.958093737643324,-0.229468249776909,0.0764473839159787,3,8,7,2,1
13,5,1,0.1,1.40669434529289,-0.229468249776909,0.0873593094047231,7,12,3,1,2
13,6,1,0.1,0.810101784604291,-0.780192049241489,0.496611077737455,7,10,3,2,2
13,7,1,0.1,1.27951376064997,-0.780192049241489,-0.160410809241182,3,10,3,2,2
13,8,1,0.1,1.39744484822795,1.42270314861683,-0.010042238835097,7,12,3,1,1
13,9,1,0.1,0.49793125866258,1.42270314861683,0.0304839007292433,3,12,7,2,2
13,10,1,0.1,0.523367375591164,-0.780192049241489,0.446010055656617,3,10,7,2,0
13,11,1,0.1,0.375375422552131,-0.229468249776909,-0.0112536952485531,7,12,3,1,0
13,12,1,0.1,1.19164353853305,-0.229468249776909,0.0732909089417742,7,12,7,2,2
13,13,1,0.1,0.363813551220956,-0.229468249776909,4.90984355514673e-05,3,8,3,2,0
